code,BUF,MIA,NE,NY,BAL,CIN,CLE,PIT,HOU,IND,JAX,TEN,DEN,KC,LV,LA,DAL,PHI,WAS,CHI,DET,GB,MIN,ATL,CAR,NO,TB,ARI,SEA,SF,LON,TOT,MEX,FRA
DET,0.5184998060011748,0.6001599024720201,0.48730911895203044,0.5239724308795121,0.5351301996527178,0.5432414149362713,0.5814015160384242,0.5322258310236094,0.5997824859200497,0.5406617097044643,0.5887586713374906,0.560792211891856,0.5421786435936302,0.5476516955123963,0.5545576021742593,0.5623814865935799,0.5828235867414479,0.5301169271136238,0.5373666369808711,0.5298657517747423,0.0,0.515523100054568,0.5145656020335291,0.5724290486236595,0.561366850130171,0.5968420968141759,0.6023895060430702,0.5713618263184823,0.48503998051857433,0.539242588176241,0.30267417483475456,0.3018795011995473,0.6573617390112994,0.27723117734604796
GB,0.038466928218377855,0.09823549452568757,0.06647610639649161,0.06060919295040496,0.05540803984926141,0.033411678753689764,0.0789543637778358,0.03987057413104202,0.08843071480582008,0.027469196782131992,0.0836284548619858,0.04661243743685258,0.07454096233940263,0.04028907691131417,0.12334677722542298,0.1418138180982413,0.0760170584300957,0.05880040190453983,0.05577639512501313,0.014762188642618867,0.515523100054568,0.0,0.02068435454846516,0.06172239611950914,0.05994239935299409,0.08132089448219867,0.09506391798706422,0.12030638574285858,0.13217262427481685,0.14648881952504758,0.30841402759074704,0.3089207042248577,0.14912386071255704,0.3391778442113121
MIN,0.05914262232639724,0.11067295310152406,0.0853418794614939,0.08121527767315878,0.07530846185797717,0.04860979905644244,0.09249137961077851,0.05951397200423946,0.08546897249058524,0.041040801971681085,0.0958887746622874,0.056013738947604044,0.05626589643337569,0.03329632394481293,0.1044377554505095,0.123032212338874,0.06987591288319696,0.07914067634831135,0.07546500000508775,0.02856982478980524,0.5145656020335291,0.02068435454846516,0.0,0.07291639881213872,0.07542039532423778,0.08461405652930708,0.10574057183815341,0.10315928926759048,0.11190020311586309,0.12640132840015192,0.32190662717815827,0.32237611012859657,0.14520322131239993,0.35202765524944124
ATL,0.055736016208518355,0.037820159398312715,0.09233259152681257,0.0600802674412036,0.04629030034337772,0.02967111183080997,0.021342504407968893,0.041947332734118076,0.05668151239082304,0.03426306092264331,0.023084092622995146,0.017213195252396805,0.09733857079683686,0.053778821088080575,0.14023398607347573,0.15585589827594476,0.059146970240128,0.05334869752973646,0.044205561998349185,0.04719138945832482,0.5724290486236595,0.06172239611950914,0.07291639881213872,0.0,0.018194065831387062,0.034134156328342644,0.03336403810345079,0.12849430207892837,0.17506941905616236,0.1698348826685146,0.33766154908028784,0.3382811032643621,0.1084790751884601,0.36980657486006163
CAR,0.0428702822520112,0.04047354166663375,0.07702219500855013,0.04288465365365171,0.02923839705935777,0.02693321138878788,0.020659864727614583,0.029256692186264737,0.07476849980651884,0.034388911642724375,0.02746670075051374,0.02723482920673031,0.10909172428045735,0.06393195186596295,0.15424641963813854,0.17058412226256287,0.07594074471763938,0.036053048095707835,0.027022229609960976,0.047129860865639035,0.561366850130171,0.05994239935299409,0.07542039532423778,0.018194065831387062,0.0,0.052179805019636906,0.041025375113260154,0.14376707471630776,0.18337173872922669,0.18301810540062302,0.3203093710848165,0.32093888256811065,0.12603569178758342,0.3525279656158815
NO,0.0871712581095495,0.049100135296011885,0.12485693638079493,0.09405239393123951,0.08027729292244885,0.05680743635811701,0.04562321927439692,0.07399215440171752,0.0257075087881205,0.05732466218357757,0.040642630720734006,0.037809382167979216,0.08694051709688597,0.05440191650215839,0.1214056582545725,0.13460090893277102,0.03666238798000592,0.0873785779256177,0.0782406519128244,0.06709455166250265,0.5968420968141759,0.08132089448219867,0.08461405652930708,0.034134156328342644,0.052179805019636906,0.0,0.038449729585754364,0.10646149686207924,0.16869710664824109,0.1523136758826449,0.37146870909064356,0.37207982717917687,0.07474451065514633,0.4035407401908027
TB,0.08389564508546173,0.011095277463858745,0.11688493736505927,0.08098794713025526,0.06836590538983137,0.062474088847897395,0.021463060858818276,0.07022953258546949,0.06350271513464258,0.06759500714876192,0.013715857149712544,0.049745088455965814,0.12219304934701523,0.08271039279203389,0.15955014960097078,0.1730288958308727,0.07468674038727804,0.07430540702704914,0.06607936293804398,0.08055533865653267,0.6023895060430702,0.09506391798706422,0.10574057183815341,0.03336403810345079,0.041025375113260154,0.038449729585754364,0.0,0.14489751666372905,0.20284765579526814,0.19032485090841833,0.35435174886827675,0.3550194705911628,0.09733250015333718,0.3867376072754489
ARI,0.15383711178827908,0.15538113420704752,0.18669121033242422,0.17240782598406892,0.16146383017104352,0.1274859775159841,0.14773513027459936,0.1472912917732884,0.08246514766888219,0.12089516486369636,0.14500543469816926,0.11681006236997178,0.04726814148783518,0.08516546359536772,0.01949744085948362,0.028150834930783138,0.07070090515960667,0.16772220208947763,0.16042526298121737,0.11730613409136921,0.5713618263184823,0.12030638574285858,0.10315928926759048,0.12849430207892837,0.14376707471630776,0.10646149686207924,0.14489751666372905,0.0,0.08879053597250476,0.04887263628883084,0.4233216057140193,0.4237480337861097,0.10228802290855683,0.45251892434503216
SEA,0.17030473055934317,0.21101450138221511,0.1887005424835692,0.19263127465869215,0.1871995918344168,0.15814427821730398,0.19638974764517822,0.17137822668236205,0.15207348114188457,0.15016391609600607,0.19720982844969695,0.15843713554047315,0.0818493410290529,0.12131560474287525,0.07035323589005395,0.07759833657745871,0.13419658644162086,0.1909575052936974,0.18730640640595125,0.13941854410524746,0.48503998051857433,0.13217262427481685,0.11190020311586309,0.17506941905616236,0.18337173872922669,0.16869710664824109,0.20284765579526814,0.08879053597250476,0.0,0.05664252132097485,0.3841848977424168,0.3844218261498144,0.1888362809241897,0.4088835817971052
SF,0.18390706961103842,0.20032614677322802,0.21141066402985154,0.20477377141872208,0.19578622142343924,0.16252148971220487,0.19033592387485362,0.18040484914894336,0.1297266660384187,0.1550074484540403,0.18870581335024206,0.15583644057298054,0.07465544547008907,0.1198512191678506,0.031069076749993964,0.025209117989457724,0.11569934334233933,0.20120801917300285,0.1951858812215332,0.14804043511221915,0.539242588176241,0.14648881952504758,0.12640132840015192,0.1698348826685146,0.18301810540062302,0.1523136758826449,0.19032485090841833,0.04887263628883084,0.05664252132097485,0.0,0.4305908005592352,0.430907325417741,0.14943163038555599,0.45726980015973007
LON,0.28596996018887133,0.34677780828818117,0.24796898500338976,0.2775959082010216,0.29138166596392784,0.3175134605909778,0.33422057939008293,0.2981500927087762,0.38970275006839084,0.32022371255791265,0.34202346894649116,0.3359247141855749,0.37621058485814957,0.34853741353559764,0.4196189690888164,0.4375615711923863,0.38216178598970507,0.2843666833160128,0.2934968891307738,0.3168236614933639,0.30267417483475456,0.30841402759074704,0.32190662717815827,0.33766154908028784,0.3203093710848165,0.37146870909064356,0.35435174886827675,0.4233216057140193,0.3841848977424168,0.4305908005592352,0.0,0.0007978674420485332,0.4461305152591841,0.03239568694102102
TOT,0.2865479972633155,0.34745773279536324,0.24854254789668417,0.2782181165167794,0.2920031584102585,0.3180909802566373,0.33487652770142895,0.29874239266839536,0.3902813326673934,0.3207855913915469,0.34268177578973297,0.3365120881733703,0.37664568232914203,0.3490521859940587,0.4200027990627313,0.43793401826167283,0.3827076976556093,0.28499088248730653,0.2941200978844415,0.31735800921009694,0.3018795011995473,0.3089207042248577,0.32237611012859657,0.3382811032643621,0.32093888256811065,0.37207982717917687,0.3550194705911628,0.4237480337861097,0.3844218261498144,0.430907325417741,0.0007978674420485332,0.0,0.446747409714219,0.031720084617879306
MEX,0.16155250902233992,0.10741067544998742,0.19944097274683648,0.16855861239335718,0.1547688571468322,0.13048528702851145,0.11447455406946212,0.14862158265166278,0.06069437404658878,0.12949916265866657,0.10725459926946188,0.11149479070653048,0.11697996255078107,0.11198860413750387,0.12178485763460335,0.12491992794666842,0.07542555416723658,0.1618135847097856,0.15267341299719764,0.1366387080295174,0.6573617390112994,0.14912386071255704,0.14520322131239993,0.1084790751884601,0.12603569178758342,0.07474451065514633,0.09733250015333718,0.10228802290855683,0.1888362809241897,0.14943163038555599,0.4461305152591841,0.446747409714219,0.0,0.4782451895843973
FRA,0.31772442598206957,0.3791733208034555,0.27968493673068523,0.30976653258654613,0.3235456645553635,0.34925366628141186,0.3665752335915793,0.3300545005738395,0.42143878103618976,0.3517749472871078,0.3743859119818057,0.3677700821873614,0.40562908079139803,0.3794058419246744,0.44790479599824445,0.4655673660160442,0.4134796803011093,0.31655112131199065,0.3256733590951096,0.34800369797505976,0.27723117734604796,0.3391778442113121,0.35202765524944124,0.36980657486006163,0.3525279656158815,0.4035407401908027,0.3867376072754489,0.45251892434503216,0.4088835817971052,0.45726980015973007,0.03239568694102102,0.031720084617879306,0.4782451895843973,0.0
