,Attack,Defense,Overall,Standardised,Quantile
COL,9.731404958677688,-9.859504132231406,19.59090909090909,1.0323872954710351,0.8490546394471508
BL,12.72727272727273,-6.200413223140497,18.927685950413228,0.9974372509818767,0.840723841239287
MEL,6.353305785123968,-9.849173553719007,16.202479338842977,0.8538263205108478,0.8033993857253345
ADE,11.022727272727273,-2.811983471074379,13.83471074380165,0.7290513953252532,0.767014887747582
GEE,7.683884297520663,-4.669421487603305,12.353305785123968,0.6509854081018055,0.7424720468192277
PA,10.448347107438018,-0.6095041322314049,11.05785123966942,0.5827184987725141,0.7199585909834351
CAR,-0.2933884297520654,-10.576446280991734,10.283057851239668,0.5418890075468616,0.7060525151007508
SYD,6.888429752066116,-2.2004132231404956,9.08884297520661,0.47895715173772235,0.6840154442592219
WB,-1.9194214876033042,-6.933884297520662,5.014462809917355,0.2642484672124238,0.6042057667785303
GWS,3.130165289256199,-1.4318181818181825,4.561983471074381,0.2404040443366427,0.5949914783984158
STK,-7.088842975206609,-11.004132231404958,3.9152892561983488,0.20632502899363137,0.5817314855948426
GC,-2.9276859504132218,0.16528925619834728,-3.092975206611569,-0.16299132897280522,0.435262630926883
FRE,-5.107438016528925,-0.31404958677685874,-4.793388429752067,-0.2525984523827043,0.40028926303281115
RIC,-2.1074380165289255,2.754132231404959,-4.8615702479338845,-0.2561914476105617,0.39890150606937125
ESS,-3.357438016528924,5.650826446280993,-9.008264462809917,-0.4747108846502545,0.31749652933050787
HAW,-8.642561983471076,7.611570247933886,-16.25413223140496,-0.8565482865925579,0.19584728799210843
NM,-14.607438016528924,18.059917355371898,-32.66735537190082,-1.7214802287167827,0.04258185843951394
WC,-21.933884297520663,32.219008264462815,-54.15289256198348,-2.8537092400649477,0.002160603043924447
