,Attack,Defense,Overall,Standardised,Quantile
COL,9.06640625,-17.3828125,26.44921875,1.2510736528475876,0.8945461964742674
BL,14.63671875,-7.6171875,22.25390625,1.0526313100387987,0.8537449992615594
MEL,4.4609375,-12.59765625,17.05859375,0.8068879991117139,0.7901344932337109
PA,12.3359375,-3.38671875,15.72265625,0.7436968620161779,0.7714700558507743
ADE,13.4453125,0.546875,12.8984375,0.610108580963334,0.7291050586349817
GEE,9.88671875,-2.1640625,12.05078125,0.5700136197068096,0.7156657697094653
SYD,5.15625,-2.296875,7.453125,0.3525400280066751,0.6377833476003933
WB,-0.453125,-6.9296875,6.4765625,0.3063476763286517,0.6203300287366696
ESS,4.6640625,-0.9921875,5.65625,0.26754610091911196,0.605475638026243
CAR,-5.1171875,-9.5078125,4.390625,0.20768081314439352,0.5822609000338976
STK,-7.171875,-10.91015625,3.73828125,0.17682432222347386,0.570176808142898
RIC,-1.8984375,-3.82421875,1.92578125,0.09109131750906228,0.5362899842074541
GWS,-1.359375,2.10546875,-3.46484375,-0.16389046375362729,0.4349086872070428
GC,-4.2265625,1.72265625,-5.94921875,-0.281403806422519,0.38920034946524273
FRE,-5.50390625,3.5546875,-9.05859375,-0.4284802541653457,0.33415075326032484
HAW,-13.94140625,11.2265625,-25.16796875,-1.1904692874460208,0.11693099717020744
NM,-11.26953125,21.67578125,-32.9453125,-1.5583451762097997,0.05957572260770752
WC,-22.7109375,36.77734375,-59.48828125,-2.8138532948184776,0.0024475781374308286
