,Attack,Defense,Overall,Standardised,Quantile
COL,8.135416666666668,-19.583333333333332,27.71875,1.2863460421644903,0.9008388397211369
PA,11.833333333333336,-5.999999999999999,17.833333333333336,0.8197013961346352,0.7938068230360132
MEL,3.510416666666668,-13.28125,16.791666666666668,0.7705291468164207,0.7795069638522445
BL,9.21875,-7.416666666666666,16.635416666666664,0.7631533094186883,0.7773140147945843
ADE,13.666666666666668,-1.8541666666666652,15.520833333333332,0.7105390026481988,0.761315023242261
GEE,7.604166666666668,-2.802083333333333,10.40625,0.4691032584957659,0.6805020849690597
SYD,3.822916666666667,-4.499999999999998,8.322916666666664,0.3707587598593369,0.6445913898083153
CAR,-6.072916666666665,-12.125,6.052083333333334,0.2635632563456295,0.6039417626022456
ESS,2.760416666666667,-2.260416666666665,5.020833333333332,0.2148827295205971,0.5850706248901876
GC,-0.5624999999999991,-5.156249999999999,4.59375,0.19472210730012923,0.57719474797092
WB,-2.916666666666667,-7.416666666666665,4.499999999999998,0.19029660486148983,0.5754616430144198
RIC,-4.145833333333332,-6.166666666666666,2.020833333333334,0.07326665148413952,0.5292030356928461
STK,-10.0,-11.541666666666666,1.541666666666667,0.05064741679776086,0.5201967609281686
GWS,-2.385416666666666,-0.041666666666666075,-2.34375,-0.1327650731591791,0.4471895886784878
FRE,-6.218749999999999,1.833333333333333,-8.052083333333332,-0.40222899942299434,0.343757750975491
HAW,-15.041666666666668,8.96875,-24.010416666666664,-1.1555478589780397,0.12393307296782469
NM,-13.416666666666668,19.78125,-33.197916666666664,-1.5892470979646913,0.05600230854893746
WC,-25.229166666666664,35.6875,-60.916666666666664,-2.897720652322378,0.0018794261211065207
