,Attack,Defense,Overall,Standardised,Quantile
COL,7.8342105263157915,-12.757894736842108,20.592105263157897,1.0685911993352197,0.8573730420682635
BL,10.563157894736843,-7.05263157894737,17.61578947368421,0.9138900882994897,0.8196126988333772
MEL,8.33421052631579,-8.734210526315792,17.068421052631585,0.8854393092584364,0.8120401304392351
ADE,12.289473684210531,-2.044736842105265,14.334210526315795,0.743322196644711,0.7713566819130384
GEE,7.981578947368424,-6.289473684210528,14.271052631578954,0.7400394144476664,0.7703619605818687
CAR,0.23157894736842266,-10.05263157894737,10.284210526315793,0.5328137882592218,0.7029187558972092
PA,10.023684210526318,0.10263157894736814,9.921052631578949,0.5139377906262148,0.6963522574637173
WB,0.9815789473684233,-8.578947368421055,9.56052631578948,0.4951985755847517,0.689770022000288
SYD,6.721052631578949,-1.5973684210526327,8.318421052631583,0.43063719237620657,0.6666339031753785
GWS,-0.3605263157894726,-1.4684210526315802,1.1078947368421077,0.05585289154694048,0.5222705003460554
STK,-8.628947368421052,-8.928947368421055,0.3000000000000032,0.013860635943077515,0.5055294166610109
ESS,-0.7105263157894719,2.3342105263157884,-3.0447368421052596,-0.15999003790874622,0.43644446086425415
GC,-4.4157894736842085,-1.2736842105263169,-3.1421052631578923,-0.16505099379585678,0.43445192258198406
RIC,-1.7552631578947349,2.3210526315789464,-4.07631578947368,-0.21360881379380905,0.4154260628118
FRE,-4.713157894736841,2.0868421052631567,-6.799999999999997,-0.3551787960413603,0.36122782439812634
HAW,-8.205263157894736,9.192105263157893,-17.39736842105263,-0.9060022921871465,0.18246731959917456
NM,-15.176315789473682,18.8,-33.976315789473674,-1.767732618911371,0.0385528070702546
WC,-21.992105263157896,32.34473684210526,-54.33684210526316,-2.8260195296836454,0.002356519522691095
