,Attack,Defense,Overall,Standardised,Quantile
COL,8.5859375,-18.640625,27.2265625,1.2871282896283487,0.9009752117090204
MEL,3.9140625,-12.9296875,16.84375,0.7910324731670114,0.7855374789291555
PA,12.0546875,-4.6171875,16.671875,0.7828202023151307,0.7831336488120353
BL,9.8671875,-6.40625,16.2734375,0.7637826653403164,0.7775016156742941
ADE,12.96875,0.34375,12.625,0.5894585522572129,0.722223145831569
GEE,8.1171875,-1.8359375,9.953125,0.46179506901434064,0.6778858563363066
SYD,4.9921875,-4.375,9.3671875,0.433798691110202,0.66778268391282
WB,-1.2890625,-7.2578125,5.96875,0.2714196992661977,0.6069658736597797
ESS,3.9765625,-1.46875,5.4453125,0.24640960167183382,0.5973174128556661
CAR,-5.5546875,-10.796875,5.2421875,0.23670419066506573,0.5935568581685053
GC,-0.0546875,-4.2890625,4.234375,0.18855042066994723,0.5747774028764001
RIC,-3.6640625,-5.8359375,2.171875,0.09000317044737913,0.5358576522983156
STK,-9.109375,-10.8984375,1.7890625,0.07171220355000853,0.5285845279296602
GWS,-2.0625,0.9375,-3.0,-0.15711152518648486,0.4375784773012934
FRE,-5.859375,2.09375,-7.953125,-0.39377423973613707,0.34687386236476425
HAW,-15.0,9.0703125,-24.0703125,-1.1638612746193113,0.12224011771659254
NM,-12.9375,20.0234375,-32.9609375,-1.5886596486847753,0.05606862678994395
WC,-24.3828125,36.2578125,-60.640625,-2.9112085408762858,0.001800168152973775
