,Attack,Defense,Overall,Standardised,Quantile
COL,8.537500000000001,-17.05625,25.59375,1.1731953396373032,0.8796412597516163
BL,14.58125,-7.574999999999999,22.15625,1.0119033820979433,0.8442078739857413
MEL,4.243750000000001,-12.7,16.94375,0.7673261228473505,0.7785561796965523
PA,13.087500000000002,-3.6312500000000005,16.718750000000004,0.7567688310811379,0.7754058153084447
ADE,13.631250000000001,0.43125000000000036,13.200000000000001,0.5916645181817567,0.7229623695631966
GEE,9.031250000000002,-1.7437499999999995,10.775000000000002,0.47788037359035385,0.6836323244194007
SYD,4.900000000000001,-4.0375,8.9375,0.3916624908329505,0.6523461959146875
WB,-0.6374999999999993,-8.049999999999999,7.4125,0.3201075133063982,0.6255565848473411
ESS,4.387500000000001,-1.518749999999999,5.90625,0.2494323100936969,0.5984868025304498
CAR,-5.118749999999999,-10.3,5.18125,0.21541436995812285,0.5852778663110124
GC,0.5875000000000021,-3.7749999999999995,4.362500000000002,0.17699755825329355,0.5702448462348467
STK,-7.712499999999999,-10.712499999999999,3.000000000000001,0.11306729144678364,0.5450113968460627
RIC,-3.531249999999999,-4.593749999999998,1.0624999999999991,0.022157279015508045,0.5088387521884687
GWS,-1.1562499999999973,1.28125,-2.4374999999999973,-0.14206725957002178,0.44351343945182864
FRE,-5.437499999999998,3.325,-8.7625,-0.43884446144244393,0.3303871207856024
HAW,-15.31875,10.58125,-25.900000000000002,-1.2429581843023068,0.10694162146582165
NM,-12.237499999999999,20.88125,-33.118750000000006,-1.5816712951349627,0.056862314460785775
WC,-23.975,36.431250000000006,-60.40625,-2.862036179892862,0.0021046442688205306
