ROUND,OPP,VENUE,T_F,C_F,P_F,DG_F,T_A,C_A,P_A,DG_A,weight
9,AUS,RUG,6,5,1,0,2,1,0,0,1
10,NZL,RUG,3,1,1,0,4,3,3,0,1
11,ARG,RUG,3,2,1,0,2,1,3,0,1
16,ARG,RUG,2,1,4,0,1,1,2,0,1
18,WAL,RUG,8,6,0,0,1,1,3,0,1
19,NZL,RUG,5,5,0,0,1,1,0,0,1
20,SCO,MAR,2,1,2,0,0,0,1,0,1
21,ROM,BOR,12,8,0,0,0,0,0,0,1
22,IRE,PAR,1,0,1,0,1,1,2,0,1
23,TGA,MAR,7,7,0,0,3,0,1,0,1
25,FRA,PAR,4,3,1,0,3,2,3,0,1
26,ENG,PAR,1,1,3,0,0,0,4,1,1
