ROUND,OPP,VENUE,T_F,C_F,P_F,DG_F,T_A,C_A,P_A,DG_A,weight
9,ARG,RUG,7,3,0,0,2,1,0,0,1
10,RSA,RUG,4,3,3,0,3,1,1,0,1
11,AUS,RUG,6,4,0,0,1,1,0,0,1
16,AUS,RUG,2,2,3,0,2,2,2,0,1
19,RSA,RUG,1,1,0,0,5,5,0,0,1
20,FRA,PAR,2,0,1,0,2,1,5,0,1
21,NAM,TOU,11,8,0,0,0,0,1,0,1
23,ITA,LYO,14,13,0,0,2,2,1,0,1
24,URU,LYO,11,9,0,0,0,0,0,0,1
