,Attack,Defense,Overall,Standardised,Quantile
BAL,6.8125,-6.25390625,13.06640625,2.325957303477766,0.989989585727574
SF,6.75,-4.58984375,11.33984375,2.018611076829882,0.9782361705867297
DAL,5.9140625,-2.3984375,8.3125,1.4797121500151529,0.9305249591342797
BUF,4.27734375,-2.72265625,7.0,1.2460733894864444,0.8936312733976618
MIA,8.1015625,3.08203125,5.01953125,0.8935291883315185,0.8142130758213859
JAX,2.86328125,-1.96875,4.83203125,0.860152222541703,0.805147431312057
KC,0.38671875,-4.25390625,4.640625,0.826079903297933,0.7956206165059772
DET,5.55078125,1.18359375,4.3671875,0.7774051615211188,0.7815401159068982
CLE,2.5390625,-1.22265625,3.76171875,0.669625376158173,0.7484516833894822
TB,-0.15234375,-1.921875,1.76953125,0.3149951146413836,0.6236173184240692
LAR,0.98046875,-0.55859375,1.5390625,0.2739692608580687,0.6079458777790361
GB,1.203125,-0.125,1.328125,0.23642017434452628,0.5934466785054705
NO,0.42578125,-0.765625,1.19140625,0.21208280345611918,0.5839787822980612
PHI,3.62109375,2.55859375,1.0625,0.18913613947562102,0.5750069412868768
MIN,-1.35546875,-1.5,0.14453125,0.025728077796316095,0.5102628857884342
CIN,0.17578125,0.33203125,-0.15625,-0.027814138158179565,0.4889051948530249
LV,-2.66015625,-1.5625,-1.09765625,-0.19539432056121145,0.4225421312301491
PIT,-3.5625,-2.375,-1.1875,-0.2113874500021647,0.41629247446805095
IND,2.1953125,3.453125,-1.2578125,-0.22390381217334548,0.4114160746752408
CHI,-0.328125,1.33203125,-1.66015625,-0.2955252179306579,0.38379634549851505
LAC,0.015625,1.7421875,-1.7265625,-0.3073462266478842,0.37928992672584816
SEA,-1.19140625,1.046875,-2.23828125,-0.39843752911592223,0.34515384937730764
HOU,-0.80859375,1.82421875,-2.6328125,-0.46866822796532565,0.31965340026263533
DEN,-0.30859375,2.359375,-2.66796875,-0.47492640905091604,0.31741971361694876
TEN,-4.66015625,-1.01953125,-3.640625,-0.6480694190855838,0.25847002607864905
ATL,-3.71484375,0.05078125,-3.765625,-0.6703207296121275,0.2513266776413573
NYJ,-6.828125,-0.85546875,-5.97265625,-1.0631954310964138,0.14384666697245668
ARI,-2.2421875,3.99609375,-6.23828125,-1.110479465965319,0.13339623587610366
NE,-7.3515625,-0.88671875,-6.46484375,-1.1508099662946794,0.12490521187928244
NYG,-7.40625,1.5703125,-8.9765625,-1.597922237187416,0.055030142228539705
CAR,-6.66015625,2.7109375,-9.37109375,-1.6681529360368192,0.0476426854721734
WAS,-2.58203125,7.73828125,-10.3203125,-1.8371238253477602,0.03309580883655777
