,Attack,Defense,Overall,Standardised,Quantile
BUF,8.4375,-10.0625,18.5,2.3191119248704566,0.9898055158275484
DAL,5.6875,-5.0625,10.75,1.3475920644517518,0.911105187839907
JAX,4.4375,-5.3125,9.75,1.2222346631074028,0.8891905504469126
SF,5.6875,-3.5,9.1875,1.1517211248512065,0.8752821556768717
DET,4.9375,-3.5625,8.5,1.0655379114269665,0.8566837104701954
KC,2.75,-5.625,8.375,1.049868236258923,0.8531106513978828
MIA,12.5,4.5,8.0,1.002859210754792,0.8420356023020217
BAL,3.125,-4.6875,7.8125,0.9793546980027266,0.8362976236557449
IND,4.6875,0.3125,4.375,0.5484386308815269,0.708304621504154
LAR,2.0,-1.875,3.875,0.4857599302093524,0.6864313064390456
NYJ,-1.4375,-5.1875,3.75,0.47009025504130875,0.6808547319200572
PHI,5.1875,2.625,2.5625,0.32122834094489433,0.6259813218305976
CLE,-0.9375,-2.625,1.6875,0.21154061476858896,0.5837672784002111
LAC,3.4375,2.625,0.8125,0.10185288859228357,0.5405632775665389
TB,-3.6875,-4.375,0.6875,0.08618321342423994,0.5343396126000126
MIN,-0.0625,0.4375,-0.5,-0.0626787006721745,0.47501117921964625
ARI,0.875,1.5,-0.625,-0.07834837584021813,0.4687754686705841
GB,2.25,3.625,-1.375,-0.1723664268484799,0.43157473230598287
ATL,-4.9375,-3.4375,-1.5,-0.18803610201652352,0.4254241753047045
TEN,-2.6875,-1.0625,-1.625,-0.20370577718456714,0.419291713660118
SEA,1.5625,3.9375,-2.375,-0.2977238281928289,0.38295697771483106
HOU,-0.375,2.5625,-2.9375,-0.3682373664490252,0.35634812520329284
NO,-4.875,-1.75,-3.125,-0.39174187920109066,0.34762447152928944
NE,-7.125,-3.5625,-3.5625,-0.4465857422892433,0.3275870959513916
WAS,-2.1875,1.625,-3.8125,-0.47792509262533056,0.3163517605305589
CIN,-4.625,2.3125,-6.9375,-0.8696669718264213,0.19224121337968503
PIT,-4.375,3.8125,-8.1875,-1.0263637235068575,0.15236008534647322
LV,-9.6875,-0.4375,-9.25,-1.1595559624352283,0.12311481967594645
NYG,-6.75,3.0625,-9.8125,-1.2300695006914246,0.10933553999087786
CAR,-5.0,5.0,-10.0,-1.25357401344349,0.1049984407720626
CHI,-4.1875,10.1875,-14.375,-1.8020126443250168,0.03577170811029473
DEN,-4.625,14.0,-18.625,-2.3347816000385,0.009777416447175818
