,Attack,Defense,Overall,Standardised,Quantile
SF,7.214876033057851,-5.104683195592288,12.319559228650139,2.0031676665270304,0.9774203525354336
DAL,8.196969696969697,-2.0564738292011024,10.253443526170798,1.6655837347119231,0.9521018234999055
BAL,4.785984848484849,-5.263888888888889,10.049873737373737,1.632322340096696,0.9486942002776275
JAX,4.569559228650138,-3.59435261707989,8.163911845730029,1.324173851669579,0.9072773435394506
KC,0.6707988980716256,-6.405647382920109,7.0764462809917354,1.1464921755575608,0.87420421855411
BUF,4.411616161616162,-1.7531565656565657,6.1647727272727275,0.997533265644145,0.8407471324008905
PHI,5.693526170798898,0.008264462809917106,5.685261707988981,0.9191856614687223,0.8210007651816538
MIA,8.606060606060607,3.6377410468319558,4.96831955922865,0.8020440371288802,0.7887362574156325
CLE,1.3202479338842976,-2.3250688705234164,3.6453168044077144,0.5858777927899403,0.7210211791745222
LAC,4.261707988980716,0.7823691460055096,3.4793388429752072,0.55875855026746,0.7118367428493032
DET,5.2272727272727275,2.2210743801652892,3.0061983471074387,0.4814518298818006,0.6849022962383438
MIN,0.2601010101010102,-1.7095959595959596,1.96969696969697,0.31209722408788865,0.6225166819468859
GB,-0.9820936639118458,-1.744490358126722,0.7623966942148761,0.11483567993059457,0.5457123161868649
TB,-1.7623966942148763,-2.502754820936639,0.7403581267217628,0.11123478465790004,0.5442849156938275
IND,3.6322314049586777,3.1797520661157024,0.45247933884297514,0.06419809015832854,0.5255937509536294
PIT,-3.0261707988980717,-3.1356749311294765,0.10950413223140484,0.008159157477020808,0.5032549967748038
CIN,-0.3663911845730032,-0.11776859504132244,-0.24862258953168104,-0.050355390704264445,0.47991959215947294
LAR,-1.0289256198347105,-0.7658402203856757,-0.26308539944903475,-0.05271847822696992,0.4789781080008824
NO,-0.472451790633609,0.06680440771349826,-0.5392561983471066,-0.09784219711292255,0.46102879983059625
HOU,0.6466942148760331,2.429063360881542,-1.7823691460055093,-0.3009551960883452,0.3817243299086891
DEN,1.537190082644628,3.5826446280991746,-2.0454545454545454,-0.34394088340613554,0.3654453724360545
TEN,-3.995867768595041,-1.1260330578512396,-2.8698347107438016,-0.4786368722003631,0.3160984912230132
ATL,-3.1170798898071634,0.5006887052341596,-3.6177685950413223,-0.6008422555174318,0.27397252842726594
SEA,-2.130165289256199,1.757575757575757,-3.8877410468319558,-0.6449532226079391,0.25947874987889924
LV,-4.8813131313131315,0.27651515151515155,-5.157828282828283,-0.8524735673598366,0.19697565184123994
NYJ,-7.014462809917355,-1.7747933884297515,-5.239669421487603,-0.8658456419922905,0.19328740788361498
CHI,-1.9501262626262628,3.4406565656565657,-5.390782828282828,-0.8905361556719898,0.18658903170072577
NE,-8.559917355371901,-0.6225895316804404,-7.937327823691461,-1.3066177289655485,0.09567128618838783
ARI,-3.776515151515151,4.799242424242424,-8.575757575757576,-1.4109311638964164,0.07913245603776337
CAR,-6.199724517906335,3.1577134986225897,-9.357438016528924,-1.5386504180997982,0.061944831426172506
WAS,-2.041666666666666,7.885732323232324,-9.92739898989899,-1.6317766966235712,0.05136326807775172
NYG,-8.652777777777779,1.4476010101010097,-10.100378787878787,-1.6600399735816471,0.04845320560271229
