,Attack,Defense,Overall,Standardised,Quantile
BAL,5.7556708958093035,-5.773740868896578,11.52941176470588,2.125219566717429,0.9832158519545315
SF,6.18800461361015,-4.272010765090349,10.460015378700499,1.9291787046210032,0.973145659541363
BUF,4.591140159767611,-2.9680464778503985,7.559186637618009,1.3974011760657123,0.918853517155296
DAL,6.4834785766158305,-0.8899782135076251,7.373456790123457,1.3633533338470962,0.9136144095787269
KC,0.04502541757443742,-5.166122004357298,5.211147421931735,0.9669605666684813,0.8332181265072947
DET,5.6686637618010165,1.0335875090777054,4.635076252723311,0.8613556757988134,0.8054789098906785
JAX,2.7668204536716647,-1.306036139946175,4.072856593617839,0.7582900323190338,0.7758613134312771
MIA,6.716049382716047,2.896695715323166,3.8193536673928827,0.711818085292221,0.761711283966051
GB,2.502904865649964,-0.6975308641975306,3.2004357298474946,0.5983585602450424,0.7251996449522048
NO,2.2431757016532106,-0.8267973856209146,3.069973087274125,0.5744422563785241,0.7171657174956443
TB,-0.7400145243282498,-3.3872549019607843,2.647240377632535,0.4969472452498084,0.6903868731775019
LAR,0.9849310094408129,-1.0840595497458243,2.068990559186637,0.3909429662016227,0.6520803030946091
CLE,1.4733115468409588,0.8346042120551925,0.6387073347857667,0.12874462700488692,0.5512201390054545
CIN,0.6041906958861979,-0.029603998462130052,0.6337946943483281,0.12784404581803374,0.5508638037440311
MIN,-1.226066897347174,-1.1305267204921186,-0.09554017685505552,-0.0058570202962645096,0.49766340032604506
LV,-2.02633602460592,-1.6328335255670894,-0.3935024990388308,-0.06047922706409847,0.4758869799806181
PIT,-3.2449164851125634,-2.8474945533769063,-0.3974219317356573,-0.0611977342283923,0.47560086708820515
HOU,0.4885620915032681,0.9749455337690632,-0.48638344226579516,-0.07750608485119002,0.4691104754129234
IND,1.9144559784698194,3.2570165321030373,-1.3425605536332177,-0.23445976565299945,0.4073140325326494
LAC,-0.15628604382929617,1.2639369473279505,-1.4202229911572468,-0.2486967795460349,0.4017976700708772
PHI,2.022331154684095,3.698983297022513,-1.676652142338418,-0.29570515971458217,0.3837276282201929
CHI,-0.9796232218377544,0.8961937716262975,-1.8758169934640523,-0.3322158957007231,0.3698631208619255
TEN,-3.8564013840830453,-1.0594002306805075,-2.7970011534025376,-0.5010866149468267,0.3081550832598029
SEA,-1.558246828143022,1.2806612841214917,-2.8389081122645137,-0.508768964027722,0.30545708808689365
DEN,-0.4152249134948093,2.8900422914263744,-3.3052672049211838,-0.5942615276527318,0.27616860311102354
ATL,-3.2133794694348325,1.382929642445214,-4.596309111880046,-0.8309342635577468,0.20300538308845578
NYJ,-6.802575932333718,-1.0409457900807384,-5.76163014225298,-1.0445599522200757,0.14811319847928128
ARI,-2.538062283737024,3.984813533256439,-6.522875816993465,-1.184110880478542,0.11818458681833754
NE,-7.846212995001921,-0.4254133025759322,-7.420799692425991,-1.3487175435834147,0.0887138541635697
NYG,-6.94329104190696,0.7889273356401387,-7.732218377547099,-1.405806559689151,0.07989078682916484
CAR,-7.468281430219147,1.6664744329104195,-9.134755863129568,-1.6629185729653555,0.04816436802461707
WAS,-3.0215301806997314,8.135140330642061,-11.156670511341792,-2.033574296051857,0.020997267810866273
