,Attack,Defense,Overall,Standardised,Quantile
SD,7.430208333333334,-7.874479166666666,15.3046875,1.5539149911046515,0.9398976523201533
NE,6.976822916666666,-7.732552083333333,14.709375000000001,1.4936922288339356,0.9323719596810516
SEA,6.021666666666667,-3.416111111111111,9.437777777777777,0.9604090434466704,0.8315753057915105
HOU,4.070833333333334,-0.29635416666666625,4.3671875,0.4474600412489754,0.6727285335572661
UTAH,1.6802083333333333,-0.22604166666666625,1.90625,0.19850767753144832,0.5786760607624671
NY,-0.1325520833333329,-1.6075520833333332,1.4750000000000003,0.1548817395085674,0.5615427251586504
OGDC,0.749166666666667,3.038611111111111,-2.2894444444444444,-0.2259354663439818,0.41062580639421403
ATL,-4.374739583333334,0.38463541666666656,-4.759375,-0.4757975819091681,0.3171092963714746
NOLA,-5.320052083333334,0.6971354166666668,-6.0171875,-0.6030399011425708,0.27324107269408465
CHI,-4.213888888888889,4.330555555555557,-8.544444444444446,-0.8587012456671594,0.19525268152636338
DAL,-7.084999999999999,2.277222222222222,-9.362222222222222,-0.9414289503624003,0.17324254173754078
TOR,-6.085677083333333,10.814322916666667,-16.9,-1.7039625762489683,0.04419403952047029
