,Attack,Defense,Overall,Standardised,Quantile
SD,8.055555555555555,-7.3809523809523805,15.436507936507937,1.5316476911245627,0.9371953014682016
HOU,8.526984126984127,-2.537301587301588,11.064285714285715,1.0999154369785575,0.864315515958483
SEA,6.385714285714285,-4.271428571428571,10.657142857142858,1.0597123790048963,0.8553622653205994
NE,2.0158730158730154,-2.7817460317460316,4.7976190476190474,0.4811174920272312,0.6847835016298175
NOLA,0.9047619047619045,-1.2285714285714289,2.1333333333333337,0.2180343231820435,0.5862988156686163
NY,-1.4007936507936514,-2.778571428571429,1.3777777777777775,0.14342747875528777,0.557023708792683
ATL,-0.3452380952380955,1.3325396825396825,-1.677777777777778,-0.15829137738232704,0.43711360116886805
UTAH,1.3880952380952376,3.562698412698413,-2.1746031746031753,-0.20735007970496264,0.41786823296393094
OGDC,2.3880952380952376,4.776984126984127,-2.3888888888888897,-0.22850958390162654,0.40962505316435566
DAL,-10.228571428571428,-1.2904761904761906,-8.938095238095238,-0.8752067269789245,0.19073071683130588
CHI,-3.5666666666666673,7.276190476190476,-10.842857142857142,-1.0632912087270479,0.14382495535584144
TOR,-13.100000000000001,7.24126984126984,-20.341269841269845,-2.001205824377691,0.02268510678079768
