,Attack,Defense,Overall,Standardised,Quantile
SD,7.546464646464647,-6.207070707070708,13.753535353535353,1.443061315155164,0.9254984002143288
NE,2.3387878787878793,-7.6208080808080805,9.959595959595962,1.0504935853560249,0.853254380680005
SEA,6.742424242424243,-1.0444444444444447,7.786868686868688,0.8256764429710542,0.7955061706031903
HOU,4.282424242424243,-1.9583838383838383,6.240808080808082,0.6657019575529065,0.7471991889778015
NY,-0.3242424242424242,-2.7994490358126725,2.475206611570248,0.2760664187068121,0.6087514736314716
ATL,-2.8807070707070705,-3.5441414141414156,0.6634343434343444,0.08859812984818648,0.5352993527966574
UTAH,0.6929292929292934,0.4613131313131307,0.23161616161616366,0.04391689862104811,0.5175146774276534
OGDC,3.7011223344556683,3.5287317620650955,0.1723905723905729,0.03778868920751683,0.5150719186814413
NOLA,-0.6494031221303942,1.672268135904499,-2.3216712580348933,-0.22027768694832012,0.41282744831461615
DAL,-7.527070707070706,2.5110101010100996,-10.038080808080807,-1.0187125233352488,0.1541697326959769
CHI,-4.7903479236812565,6.399663299663299,-11.190011223344555,-1.1379054415798184,0.1275799844068407
TOR,-9.524343434343432,10.523131313131312,-20.047474747474745,-2.0544077855553264,0.01996812008097115
